,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,fight_year,win_fighter1,lose_fighter1,draw_fighter1,nc_fighter1,height_fighter1,reach_fighter1,stance_fighter1,SLpM_fighter1,Str_Acc_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,TD_Def_fighter1,Sub_Avg_fighter1,win%_fighter1,born_year_fighter1,win_fighter2,lose_fighter2,draw_fighter2,nc_fighter2,height_fighter2,reach_fighter2,stance_fighter2,SLpM_fighter2,Str_Acc_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,TD_Def_fighter2,Sub_Avg_fighter2,win%_fighter2,born_year_fighter2
1908,John Dodson,Tim Elliott,1,Flyweight,f,DEC,3,2012,21,10,0,0,"5' 3""","66""",Orthodox,3.38,40.0,3.41,63.0,0.71,30.0,82.0,0.0,67.741936,1984,16,8,1,0,"5' 7""","66""",Southpaw,3.41,45.0,2.3,62.0,4.26,65.0,50.0,1.4,64.0,1986
1909,John Hathaway,Pascal Krauss,1,Welterweight,f,DEC,3,2012,17,2,0,0,"6' 1""","75""",Orthodox,3.4,40.0,1.8,62.0,2.61,43.0,60.0,0.9,89.47369,1987,11,2,0,0,"6' 1""","72""",Orthodox,5.45,47.0,3.88,59.0,1.53,50.0,60.0,0.9,84.61539,1987
1910,Louis Gaudinot,John Lineker,1,Flyweight,f,SUB,2,2012,6,4,0,1,"5' 3""","63""",Orthodox,2.34,37.0,6.42,48.0,0.57,40.0,31.0,1.1,54.545456,1984,31,8,0,0,"5' 3""","67""",Orthodox,5.22,40.0,3.95,56.0,0.52,60.0,69.0,0.6,79.48718,1990
1911,John Cholish,Danny Castillo,0,Lightweight,f,DEC,3,2012,8,3,0,0,"5' 11""","72""",Orthodox,2.65,49.0,2.29,73.0,1.82,31.0,78.0,0.4,72.72727,1983,17,10,0,0,"5' 9""","71""",Orthodox,2.57,42.0,1.96,62.0,2.95,38.0,63.0,0.2,62.962963,1979
1912,Pablo Garza,Dennis Bermudez,0,Featherweight,f,DEC,3,2012,13,4,0,0,"6' 1""","73""",Orthodox,3.37,44.0,2.7,50.0,0.94,25.0,15.0,1.3,76.47059,1983,17,9,0,0,"5' 6""","66""",Orthodox,4.44,45.0,3.2,59.0,3.8,38.0,82.0,1.0,65.38461,1986
1913,Roland Delorme,Nick Denis,1,Bantamweight,f,SUB,1,2012,9,4,0,1,"5' 9""","71""",Orthodox,2.28,44.0,4.32,40.0,2.51,34.0,42.0,1.6,64.28571,1983,11,3,0,0,"5' 7""",,Orthodox,6.54,53.0,5.42,36.0,2.8,100.0,80.0,0.0,78.57143,1983
1914,Karlos Vemola,Mike Massenzio,1,Middleweight,f,SUB,2,2012,10,4,0,0,"6' 0""","75""",Orthodox,1.67,44.0,2.13,37.0,1.93,25.0,31.0,1.7,71.42857,1985,13,6,0,0,"6' 2""","73""",Southpaw,2.08,45.0,3.59,54.0,2.74,24.0,50.0,1.4,68.42105,1982
1915,Dustin Poirier,Chan Sung Jung,0,Featherweight,f,SUB,4,2012,24,5,0,1,"5' 9""","72""",Southpaw,5.59,49.0,3.69,56.0,1.75,41.0,69.0,1.3,80.0,1989,14,5,0,0,"5' 7""","72""",Orthodox,4.12,39.0,3.81,60.0,0.81,41.0,75.0,0.7,73.68421,1987
1916,Amir Sadollah,Jorge Lopez,1,Welterweight,f,DEC,3,2012,7,5,0,0,"5' 10""","74""",Orthodox,4.71,46.0,3.55,60.0,0.57,27.0,60.0,0.3,58.333332,1980,11,3,0,0,"5' 10""",,Orthodox,2.47,59.0,2.57,50.0,3.5,41.0,81.0,0.0,78.57143,1988
1917,Jeremy Stephens,Donald Cerrone,0,Lightweight,f,DEC,3,2012,28,15,0,0,"5' 8""","71""",Orthodox,3.1,40.0,2.76,59.0,1.16,36.0,64.0,0.4,65.11628,1986,34,11,0,1,"6' 1""","73""",Orthodox,4.09,48.0,4.02,54.0,1.28,34.0,71.0,1.4,73.91304,1983
1918,Yves Jabouin,Jeff Hougland,1,Bantamweight,f,DEC,3,2012,20,11,0,0,"5' 7""","68""",Orthodox,3.06,41.0,2.93,62.0,1.94,60.0,82.0,0.1,64.51613,1979,10,6,0,0,"5' 7""","68""",Orthodox,1.86,48.0,3.46,47.0,0.86,18.0,0.0,1.1,62.5,1978
1919,Fabio Maldonado,Igor Pokrajac,0,Light Heavyweight,f,DEC,3,2012,22,9,0,0,"6' 1""","75""",Orthodox,5.29,58.0,4.31,53.0,0.44,57.0,61.0,0.6,70.96774,1980,28,13,0,1,"6' 0""","76""",Orthodox,2.25,45.0,4.26,40.0,0.87,29.0,51.0,0.2,66.666664,1979
1920,Tom Lawlor,Jason MacDonald,1,Middleweight,f,KO/TKO,1,2012,10,6,0,1,"6' 0""","74""",Southpaw,2.5,42.0,2.41,60.0,2.46,32.0,57.0,1.4,58.82353,1983,26,16,0,0,"6' 3""","80""",Orthodox,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,61.904762,1975
1921,Brad Tavares,Dongi Yang,1,Middleweight,f,DEC,3,2012,17,6,0,0,"6' 1""","74""",Orthodox,3.02,40.0,2.73,55.0,1.04,27.0,77.0,0.0,73.91304,1987,13,3,0,0,"5' 10""","71""",Southpaw,3.55,51.0,3.21,63.0,1.7,41.0,61.0,0.5,81.25,1984
1922,Marcus LeVesseur,Cody McKenzie,0,Lightweight,f,SUB,1,2012,22,7,0,0,"5' 9""","70""",Southpaw,2.55,64.0,3.7,37.0,3.89,36.0,83.0,0.6,75.86207,1982,14,4,0,0,"6' 0""","72""",Switch,1.74,34.0,2.5,67.0,2.5,25.0,14.0,2.5,77.77778,1987
1923,Carlo Prater,TJ Grant,0,Lightweight,f,DEC,3,2012,30,12,1,0,"5' 11""","72""",Switch,2.03,47.0,4.07,35.0,0.43,9.0,57.0,1.7,69.76744,1981,21,5,0,0,"5' 10""","72""",Orthodox,3.95,54.0,3.21,56.0,1.63,43.0,36.0,0.6,80.76923,1984
1924,Kamal Shalorus,Rafael Dos Anjos,0,Lightweight,f,SUB,1,2012,7,3,2,0,"5' 8""","68""",Orthodox,3.06,32.0,2.99,70.0,2.07,50.0,80.0,0.0,58.333332,1972,28,10,0,0,"5' 8""","70""",Southpaw,3.71,44.0,3.18,64.0,2.11,40.0,64.0,0.7,73.68421,1984
1925,Jeff Curran,Johnny Eduardo,0,Bantamweight,f,DEC,3,2012,35,15,1,0,"5' 6""","69""",Orthodox,1.54,31.0,2.48,60.0,0.35,12.0,35.0,1.2,68.62745,1977,28,12,0,0,"5' 7""","71""",Orthodox,2.89,38.0,3.34,63.0,0.0,0.0,62.0,0.5,70.0,1978
1926,Alex Soto,Francisco Rivera,0,Bantamweight,f,DEC,3,2012,6,2,1,0,"5' 8""","71""",Southpaw,2.95,25.0,5.02,59.0,2.82,30.0,0.0,0.0,66.666664,1984,11,7,0,1,"5' 8""","68""",Orthodox,4.07,41.0,3.16,68.0,1.01,63.0,68.0,0.6,57.894737,1981
1927,Junior Dos Santos,Frank Mir,1,Heavyweight,t,KO/TKO,2,2012,19,5,0,0,"6' 4""","77""",Orthodox,4.83,48.0,3.17,58.0,0.36,55.0,80.0,0.1,79.166664,1984,18,11,0,0,"6' 3""","79""",Southpaw,2.18,47.0,3.84,38.0,2.02,40.0,54.0,2.0,62.068966,1979
1928,Cain Velasquez,Antonio Silva,1,Heavyweight,f,KO/TKO,1,2012,14,2,0,0,"6' 1""","77""",Orthodox,6.38,57.0,2.29,57.0,5.15,45.0,85.0,0.4,87.5,1982,19,10,1,1,"6' 4""","80""",Orthodox,2.89,45.0,3.09,50.0,0.82,29.0,66.0,0.8,61.29032,1979
1929,Roy Nelson,Dave Herman,1,Heavyweight,f,KO/TKO,1,2012,23,14,0,0,"6' 0""","72""",Orthodox,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1,62.162163,1976,21,6,0,0,"6' 4""","76""",Orthodox,4.98,60.0,3.78,48.0,1.49,100.0,58.0,0.0,77.77778,1984
1930,Stipe Miocic,Shane del Rosario,1,Heavyweight,f,KO/TKO,2,2012,18,3,0,0,"6' 4""","80""",Orthodox,4.76,51.0,2.96,62.0,2.38,38.0,75.0,0.0,85.71429,1982,11,2,0,0,"6' 4""","79""",Southpaw,3.93,60.0,2.97,54.0,1.2,40.0,16.0,2.4,84.61539,1983
1931,Lavar Johnson,Stefan Struve,0,Heavyweight,f,SUB,1,2012,17,7,0,0,"6' 4""","82""",Orthodox,5.39,55.0,2.54,55.0,0.61,66.0,54.0,0.6,70.833336,1977,32,11,0,0,"6' 11""","84""",Orthodox,3.14,45.0,3.92,47.0,0.54,50.0,54.0,1.8,74.4186,1988
1932,Diego Brandao,Darren Elkins,0,Featherweight,f,DEC,3,2012,24,11,0,0,"5' 7""","68""",Orthodox,2.94,47.0,3.38,62.0,3.21,68.0,80.0,0.6,68.57143,1987,25,7,0,0,"5' 10""","71""",Orthodox,3.36,37.0,2.83,53.0,2.68,35.0,57.0,1.3,78.125,1984
1933,Edson Barboza,Jamie Varner,0,Lightweight,f,KO/TKO,1,2012,19,6,0,0,"5' 11""","75""",Orthodox,3.64,41.0,4.0,60.0,0.49,50.0,80.0,0.1,76.0,1986,21,11,1,2,"5' 8""","72""",Orthodox,2.92,34.0,2.55,58.0,3.49,53.0,66.0,0.8,60.0,1984
1934,CB Dollaway,Jason Miller,1,Middleweight,f,DEC,3,2012,18,10,0,0,"6' 2""","76""",Orthodox,2.65,47.0,2.58,54.0,3.55,54.0,62.0,1.2,64.28571,1983,34,10,0,1,"6' 1""","72""",Orthodox,1.83,43.0,2.3,49.0,1.31,28.0,43.0,1.3,75.55556,1980
1935,Duane Ludwig,Dan Hardy,0,Welterweight,f,KO/TKO,1,2012,29,14,0,0,"5' 10""","70""",Orthodox,4.61,44.0,3.04,57.0,0.43,25.0,59.0,0.1,67.441864,1978,25,10,0,1,"6' 0""","74""",Orthodox,2.46,35.0,3.44,51.0,0.73,35.0,35.0,0.4,69.44444,1982
1936,Paul Sass,Jacob Volkmann,1,Lightweight,f,SUB,1,2012,13,2,0,0,"6' 0""","73""",Orthodox,0.53,26.0,1.9,51.0,0.53,16.0,33.0,7.4,86.666664,1988,15,4,0,0,"5' 9""","71""",Southpaw,1.19,34.0,1.78,52.0,3.19,48.0,52.0,2.0,78.947365,1980
1937,Glover Teixeira,Kyle Kingsbury,1,Light Heavyweight,f,SUB,1,2012,27,7,0,0,"6' 2""","76""",Orthodox,3.5,43.0,3.57,56.0,2.16,46.0,60.0,0.8,79.411766,1979,11,6,0,1,"6' 4""","76""",Orthodox,2.97,40.0,3.81,51.0,2.64,41.0,52.0,0.0,61.11111,1982
1938,Mike Brown,Daniel Pineda,1,Featherweight,f,DEC,3,2012,26,9,0,0,"5' 6""","70""",Orthodox,2.98,44.0,2.45,60.0,3.23,40.0,66.0,0.6,74.28571,1975,18,11,0,0,"5' 7""","69""",Orthodox,2.99,43.0,2.51,47.0,1.46,25.0,48.0,2.0,62.068966,1985
1939,Martin Kampmann,Jake Ellenberger,1,Welterweight,f,KO/TKO,2,2012,20,7,0,0,"6' 0""","72""",Orthodox,3.22,42.0,3.28,62.0,1.86,41.0,78.0,2.0,74.07407,1982,31,15,0,0,"5' 9""","71""",Orthodox,2.47,39.0,2.83,60.0,2.04,47.0,86.0,0.4,67.391304,1985
1940,Al Iaquinta,Michael Chiesa,0,Lightweight,t,SUB,1,2012,13,4,1,0,"5' 9""","70""",Orthodox,4.28,40.0,4.04,62.0,0.98,28.0,77.0,0.4,72.22222,1987,14,4,0,0,"6' 1""","75""",Southpaw,2.17,37.0,2.45,50.0,2.87,39.0,68.0,1.4,77.77778,1987
1941,Jonathan Brookins,Charles Oliveira,0,Featherweight,f,SUB,2,2012,14,6,0,0,"6' 0""","73""",Southpaw,2.69,39.0,3.63,56.0,1.94,17.0,80.0,0.3,70.0,1985,24,8,0,1,"5' 10""","74""",Orthodox,3.04,49.0,3.0,54.0,2.87,41.0,60.0,2.8,72.72727,1989
1942,Pat Schilling,Max Holloway,0,Featherweight,f,DEC,3,2012,5,2,0,0,"5' 8""","69""",Orthodox,1.87,26.0,8.24,52.0,0.0,0.0,0.0,0.0,71.42857,1988,19,3,0,0,"5' 11""","69""",Orthodox,6.2,43.0,3.9,65.0,0.28,80.0,83.0,0.5,86.36364,1991
1943,John Cofer,Justin Lawrence,0,Lightweight,f,KO/TKO,3,2012,7,4,0,0,"5' 9""","73""",Southpaw,2.73,41.0,3.43,62.0,1.22,50.0,64.0,0.0,63.636364,1984,5,2,0,0,"5' 8""","67""",Orthodox,3.84,35.0,2.83,67.0,0.72,28.0,73.0,0.0,71.42857,1990
1944,Chris Tickle,Daron Cruickshank,0,Lightweight,f,DEC,3,2012,7,5,0,0,"5' 9""",,,1.07,40.0,1.13,43.0,1.0,25.0,20.0,2.0,58.333332,1982,16,8,0,1,"5' 8""","72""",Switch,2.88,38.0,2.98,57.0,2.04,41.0,60.0,0.2,64.0,1985
1945,Myles Jury,Chris Saunders,1,Lightweight,f,SUB,1,2012,17,3,0,0,"5' 10""","73""",Orthodox,2.61,40.0,1.48,71.0,2.5,55.0,50.0,0.3,85.0,1988,9,3,0,0,"5' 8""",,,1.48,22.0,2.96,75.0,3.7,100.0,0.0,0.0,75.0,1986
1946,Cristiano Marcello,Sam Sicilia,0,Lightweight,f,KO/TKO,2,2012,13,6,0,0,"5' 9""","72""",Orthodox,2.56,33.0,3.61,58.0,0.44,11.0,20.0,0.9,68.42105,1977,15,8,0,0,"5' 8""","67""",Orthodox,2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9,65.21739,1986
1947,Joe Proctor,Jeremy Larsen,1,Lightweight,f,KO/TKO,1,2012,11,5,0,0,"5' 10""","72""",Orthodox,3.39,36.0,3.93,59.0,0.0,0.0,70.0,1.8,68.75,1985,8,5,0,1,"5' 10""","70""",Orthodox,4.87,48.0,5.75,57.0,2.49,33.0,0.0,0.0,57.142857,1984
1948,Erik Perez,John Albert,1,Bantamweight,f,SUB,1,2012,17,6,0,0,"5' 8""","68""",Orthodox,3.16,40.0,2.09,66.0,3.16,55.0,69.0,0.2,73.91304,1989,7,5,0,0,"5' 8""","68""",,3.05,49.0,2.82,35.0,0.0,0.0,50.0,6.1,58.333332,1986
1949,Demetrious Johnson,Ian McCall,1,Flyweight,f,DEC,3,2012,27,3,1,0,"5' 3""","66""",Orthodox,3.43,54.0,1.66,67.0,3.35,56.0,65.0,0.5,87.09677,1986,13,5,1,0,"5' 5""","64""",Orthodox,3.59,39.0,3.25,67.0,2.08,30.0,88.0,0.0,68.42105,1984
1950,Charlie Brenneman,Erick Silva,0,Welterweight,f,SUB,1,2012,19,8,0,0,"5' 10""","72""",Orthodox,1.52,56.0,1.55,46.0,4.23,42.0,72.0,0.0,70.37037,1981,19,9,0,1,"6' 0""","74""",Orthodox,2.5,48.0,4.18,49.0,0.85,35.0,56.0,1.4,65.51724,1984
1951,Mike Pyle,Josh Neer,1,Welterweight,f,KO/TKO,1,2012,27,14,1,0,"6' 0""","74""",Orthodox,2.74,45.0,2.84,60.0,1.8,35.0,70.0,1.5,64.28571,1975,33,13,1,0,"5' 11""","72""",Orthodox,3.29,46.0,3.63,58.0,1.09,34.0,46.0,1.3,70.21277,1983
1952,Scott Jorgensen,Eddie Wineland,0,Bantamweight,f,KO/TKO,2,2012,15,12,0,0,"5' 5""","66""",Orthodox,3.37,40.0,3.41,65.0,2.61,45.0,59.0,0.7,55.555557,1982,23,13,1,0,"5' 7""","69""",Orthodox,3.21,28.0,3.41,70.0,0.29,33.0,85.0,0.1,62.162163,1984
1953,Carlos Eduardo Rocha,Mike Pierce,0,Welterweight,f,DEC,3,2012,9,2,0,0,"5' 10""","70""",Orthodox,1.24,34.0,1.85,55.0,0.0,0.0,52.0,1.4,81.818184,1981,17,7,0,0,"5' 8""","70""",Orthodox,2.62,42.0,2.36,62.0,3.08,42.0,71.0,0.2,70.833336,1980
1954,Lance Benoist,Seth Baczynski,0,Welterweight,f,DEC,3,2012,7,2,0,0,"5' 11""","73""",Southpaw,3.68,51.0,2.7,56.0,1.5,33.0,61.0,0.0,77.77778,1988,18,11,0,0,"6' 3""","74""",Orthodox,3.08,31.0,3.14,51.0,0.89,16.0,48.0,0.8,62.068966,1981
1955,Leonard Garcia,Matt Grice,0,Featherweight,f,DEC,3,2012,19,11,1,0,"5' 10""","69""",Orthodox,2.77,24.0,4.79,52.0,0.3,26.0,42.0,0.5,61.29032,1979,15,5,0,0,"5' 8""","70""",Orthodox,4.09,53.0,2.69,56.0,2.19,37.0,82.0,0.5,75.0,1981
1956,Jared Papazian,Dustin Pague,0,Bantamweight,f,SUB,1,2012,14,9,0,1,"5' 8""","67""",Southpaw,3.33,39.0,3.81,44.0,0.0,0.0,50.0,0.0,58.333332,1988,11,10,0,0,"5' 9""","74""",Orthodox,1.65,53.0,2.96,41.0,1.03,44.0,55.0,2.6,52.38095,1987
1957,Justin Salas,Tim Means,0,Lightweight,f,KO/TKO,1,2012,12,7,0,0,"5' 8""","70""",Southpaw,3.42,43.0,2.96,68.0,2.43,20.0,0.0,0.0,63.157894,1982,27,10,1,1,"6' 2""","75""",Orthodox,4.71,44.0,3.22,63.0,0.66,44.0,63.0,0.2,69.23077,1984
1958,Buddy Roberts,Caio Magalhaes,1,Middleweight,f,DEC,3,2012,12,3,0,0,"6' 2""",,Orthodox,2.17,34.0,2.08,70.0,0.0,0.0,76.0,0.7,80.0,1982,9,3,0,0,"6' 1""","73""",Orthodox,2.27,40.0,2.78,56.0,1.05,15.0,58.0,1.6,75.0,1987
1959,Bernardo Magalhaes,Henry Martinez,0,Lightweight,f,DEC,3,2012,11,3,0,0,"5' 9""","65""",Orthodox,1.8,27.0,3.37,68.0,0.0,0.0,0.0,0.5,78.57143,1981,9,3,0,0,"5' 7""","68""",Southpaw,2.79,25.0,4.01,60.0,0.0,0.0,80.0,0.0,75.0,1983
1960,Jake Hecht,Sean Pierson,0,Welterweight,f,DEC,3,2012,11,4,0,0,"6' 0""","76""",Orthodox,3.26,47.0,2.76,56.0,2.04,37.0,40.0,0.0,73.333336,1984,14,6,0,0,"6' 0""","76""",Southpaw,3.84,39.0,3.73,64.0,0.39,18.0,66.0,0.4,70.0,1976
1961,Clay Guida,Gray Maynard,0,Lightweight,f,DEC,5,2012,34,15,0,0,"5' 7""","70""",Orthodox,2.33,32.0,2.39,65.0,3.43,37.0,69.0,0.7,69.38776,1981,14,8,1,1,"5' 9""","70""",Orthodox,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,58.333332,1979
1962,Sam Stout,Spencer Fisher,1,Lightweight,f,DEC,3,2012,21,12,1,0,"5' 9""","70""",Orthodox,4.17,28.0,4.08,57.0,0.63,38.0,77.0,0.1,61.764706,1984,25,9,0,0,"5' 7""","70""",Southpaw,3.17,43.0,3.03,64.0,0.67,30.0,60.0,0.8,73.52941,1976
1963,TJ Waldburger,Brian Ebersole,0,Welterweight,f,DEC,3,2012,16,9,0,0,"5' 11""","75""",Orthodox,2.02,51.0,2.39,40.0,3.03,46.0,40.0,4.8,64.0,1988,51,17,1,1,"6' 0""","73""",Southpaw,2.32,49.0,2.14,56.0,1.7,23.0,61.0,0.1,72.85714,1980
1964,Ross Pearson,Cub Swanson,0,Featherweight,f,KO/TKO,2,2012,22,15,0,1,"5' 8""","69""",Orthodox,3.67,40.0,4.04,62.0,0.75,36.0,75.0,0.0,57.894737,1984,25,10,0,0,"5' 8""","70""",Orthodox,4.16,49.0,3.28,62.0,1.17,52.0,60.0,0.5,71.42857,1983
1965,Hatsu Hioki,Ricardo Lamas,0,Featherweight,f,DEC,3,2012,27,9,2,0,"5' 11""","70""",Orthodox,2.42,42.0,2.12,65.0,2.55,56.0,54.0,0.6,71.052635,1983,19,7,0,0,"5' 8""","71""",Orthodox,2.87,45.0,2.61,59.0,1.66,32.0,47.0,1.0,73.07692,1982
1966,CJ Keith,Ramsey Nijem,0,Lightweight,f,KO/TKO,1,2012,8,2,0,0,"6' 0""",,Orthodox,0.86,50.0,1.82,50.0,0.0,0.0,62.0,0.0,80.0,1986,10,6,0,0,"5' 11""","75""",Orthodox,3.05,44.0,1.62,62.0,5.32,62.0,55.0,1.1,62.5,1988
1967,Rick Story,Brock Jardine,1,Welterweight,f,DEC,3,2012,19,9,0,0,"5' 9""","71""",Southpaw,3.8,41.0,2.17,62.0,2.53,48.0,63.0,0.9,67.85714,1984,9,3,0,0,"5' 11""","73""",Orthodox,1.06,30.0,3.34,56.0,0.0,0.0,14.0,0.8,75.0,1985
1968,Steven Siler,Joey Gambino,1,Featherweight,f,SUB,1,2012,23,13,0,0,"5' 11""","70""",Orthodox,3.21,41.0,2.96,54.0,0.47,21.0,55.0,1.6,63.88889,1987,9,2,0,0,"5' 7""",,Orthodox,2.47,35.0,2.53,51.0,0.0,0.0,42.0,0.8,81.818184,1988
1969,Chris Camozzi,Nick Catone,1,Middleweight,f,KO/TKO,3,2012,24,13,0,0,"6' 2""","76""",Orthodox,3.57,44.0,2.96,56.0,0.27,19.0,57.0,0.5,64.86487,1986,10,4,0,0,"6' 0""","72""",Southpaw,2.11,44.0,2.32,63.0,3.71,44.0,83.0,0.5,71.42857,1981
1970,Matt Brown,Luis Ramos,1,Welterweight,f,KO/TKO,2,2012,23,16,0,0,"6' 0""","75""",Orthodox,3.78,53.0,2.64,56.0,1.57,46.0,63.0,1.6,58.974358,1981,19,8,2,0,"5' 8""",,Orthodox,2.4,35.0,5.6,42.0,1.5,20.0,100.0,0.0,65.51724,1981
1971,Ricardo Funch,Dan Miller,0,Welterweight,f,SUB,3,2012,8,4,0,0,"5' 10""","76""",Southpaw,2.61,65.0,3.57,40.0,1.24,18.0,60.0,0.0,66.666664,1980,14,8,0,1,"6' 1""","74""",Orthodox,2.03,36.0,3.06,49.0,1.67,54.0,47.0,1.8,60.869564,1981
1972,Ken Stone,Dustin Pague,1,Bantamweight,f,DEC,3,2012,11,4,0,0,"5' 8""","71""",,3.85,49.0,2.9,48.0,1.24,33.0,60.0,0.6,73.333336,1982,11,10,0,0,"5' 9""","74""",Orthodox,1.65,53.0,2.96,41.0,1.03,44.0,55.0,2.6,52.38095,1987
1973,Wanderlei Silva,Rich Franklin,0,Catch Weight,f,DEC,5,2012,35,12,1,1,"5' 11""","74""",Orthodox,2.79,40.0,2.19,60.0,0.97,53.0,62.0,0.6,71.42857,1976,29,7,0,1,"6' 1""","75""",Southpaw,4.1,44.0,2.07,62.0,1.31,66.0,63.0,0.7,78.37838,1974
1974,Cezar Ferreira,Sergio Moraes,1,Middleweight,t,DEC,3,2012,14,7,0,0,"6' 1""","78""",Southpaw,1.83,42.0,2.14,55.0,2.97,59.0,90.0,0.5,66.666664,1985,14,4,1,0,"6' 0""","72""",Orthodox,2.61,45.0,3.26,62.0,1.14,34.0,75.0,0.6,73.68421,1982
1975,Godofredo Pepey,Rony Jason,0,Featherweight,t,DEC,3,2012,14,6,0,0,"5' 7""","73""",Orthodox,2.32,38.0,3.23,47.0,0.37,7.0,35.0,1.5,70.0,1987,15,7,0,1,"5' 7""","70""",Orthodox,2.04,44.0,3.14,53.0,0.59,30.0,36.0,0.8,65.21739,1984
1976,Fabricio Werdum,Mike Russow,1,Heavyweight,f,KO/TKO,1,2012,23,8,1,0,"6' 4""","77""",Orthodox,3.61,51.0,2.45,56.0,1.65,30.0,31.0,1.1,71.875,1977,15,3,0,1,"6' 1""","73""",Orthodox,1.55,47.0,2.9,59.0,4.66,43.0,0.0,0.7,78.947365,1976
1977,Hacran Dias,Iuri Alcantara,1,Featherweight,f,DEC,3,2012,23,6,1,0,"5' 8""","69""",Orthodox,2.08,41.0,3.31,55.0,2.5,39.0,76.0,0.5,76.666664,1984,35,10,0,1,"5' 9""","71""",Southpaw,2.72,45.0,2.79,49.0,1.44,62.0,60.0,0.8,76.08696,1980
1978,Anistavio Medeiros,Rodrigo Damm,0,Featherweight,f,SUB,1,2012,15,8,0,0,"5' 6""",,Orthodox,3.64,44.0,5.0,47.0,0.0,0.0,0.0,0.0,65.21739,1988,12,9,0,0,"5' 7""","71""",Orthodox,3.5,36.0,5.61,57.0,0.44,16.0,80.0,0.3,57.142857,1980
1979,Francisco Trinaldo,Delson Heleno,1,Middleweight,f,KO/TKO,1,2012,23,6,0,0,"5' 9""","70""",Southpaw,3.27,45.0,2.47,60.0,1.17,45.0,63.0,0.5,79.31035,1978,23,7,0,0,"5' 11""",,Orthodox,0.69,75.0,4.83,19.0,0.0,0.0,0.0,0.0,76.666664,1977
1980,Hugo Viana,John Teixeira,1,Featherweight,f,DEC,3,2012,8,4,0,0,"5' 6""","67""",Orthodox,3.05,38.0,3.2,57.0,0.22,6.0,50.0,0.0,66.666664,1982,14,1,1,0,"5' 7""",,Orthodox,3.36,35.0,3.2,63.0,1.0,27.0,71.0,0.7,87.5,1986
1981,Thiago Perpetuo,Leonardo Mafra,1,Middleweight,f,KO/TKO,3,2012,9,4,1,0,"5' 10""","71""",Orthodox,5.39,69.0,3.51,51.0,2.82,50.0,66.0,0.0,64.28571,1987,12,3,0,0,"5' 10""","70""",Orthodox,4.55,48.0,4.38,43.0,2.12,83.0,69.0,0.4,80.0,1989
1982,Wagner Campos,Marcos Vinicius,0,Featherweight,f,KO/TKO,3,2012,11,4,0,0,"5' 6""",,Southpaw,1.54,41.0,2.53,51.0,2.71,100.0,0.0,0.0,73.333336,1981,20,6,1,0,"5' 9""","70""",Orthodox,1.93,49.0,2.91,47.0,0.0,0.0,25.0,0.5,74.07407,1979
1983,Chael Sonnen,Anderson Silva,0,Middleweight,t,KO/TKO,2,2012,29,14,1,0,"6' 1""","74""",Southpaw,3.08,43.0,1.1,62.0,3.81,59.0,66.0,0.4,65.90909,1977,34,8,0,1,"6' 2""","77""",Southpaw,3.1,63.0,1.87,62.0,0.55,77.0,69.0,0.9,79.06977,1975
1984,Forrest Griffin,Tito Ortiz,1,Light Heavyweight,f,DEC,3,2012,19,7,0,0,"6' 3""","77""",Orthodox,4.38,36.0,2.81,61.0,1.05,48.0,57.0,0.7,73.07692,1979,17,11,1,0,"6' 3""","74""",Orthodox,2.59,46.0,2.88,60.0,2.47,35.0,54.0,0.6,58.62069,1975
1985,Cung Le,Patrick Cote,1,Middleweight,f,DEC,3,2012,9,3,0,0,"5' 9""","69""",Southpaw,4.36,48.0,2.98,66.0,1.37,71.0,88.0,0.3,75.0,1972,24,11,0,0,"5' 11""","71""",Orthodox,2.81,48.0,3.21,48.0,0.68,20.0,43.0,0.2,68.57143,1980
1986,Dong Hyun Kim,Demian Maia,0,Welterweight,f,KO/TKO,1,2012,22,4,1,1,"6' 2""","76""",Southpaw,2.12,49.0,1.89,58.0,2.93,43.0,71.0,0.6,78.57143,1981,25,9,0,0,"6' 1""","72""",Southpaw,1.78,42.0,1.95,64.0,2.5,25.0,65.0,1.0,73.52941,1977
1987,Chad Mendes,Cody McKenzie,1,Featherweight,f,KO/TKO,1,2012,18,4,0,0,"5' 6""","66""",Orthodox,2.76,49.0,2.14,68.0,4.08,54.0,100.0,0.3,81.818184,1985,14,4,0,0,"6' 0""","72""",Switch,1.74,34.0,2.5,67.0,2.5,25.0,14.0,2.5,77.77778,1987
1988,Mike Easton,Ivan Menjivar,1,Bantamweight,f,DEC,3,2012,13,5,0,0,"5' 6""","70""",Southpaw,3.51,37.0,4.28,61.0,0.75,22.0,66.0,0.0,72.22222,1984,25,12,0,0,"5' 6""","64""",Orthodox,2.78,37.0,2.76,65.0,0.56,28.0,38.0,1.0,67.567566,1982
